Person.ID.0,Country.of.Birth.0,Home.Language.0,Year.of.Birth.0,Dept.No..0,With.PHD.0,Faculty.No..0
35547,Asia Pacific,,1960,2163,True,19
35562,Australia,,1960,3123,True,31
35602,Australia,,1965,2653,True,25
35672,Australia,,1975,2923,False,25
35837,Great Britain,,1955,828,False,7
35867,Australia,,1960,1098,True,1
35927,Australia,,1970,2768,False,25
35962,The Americas,,1970,3268,True,31
36042,Australia,,1970,528,True,7
36047,Australia,,1970,1038,False,1
36177,,,1960,,False,
36187,Australia,,1960,2523,False,25
36217,Asia Pacific,,1980,3658,False,22
36242,Australia,,1965,2713,True,25
36252,Australia,,1960,2973,True,25
36312,Australia,,1975,2603,True,25
36402,,,1975,,False,
36452,Australia,,1965,3073,True,31
36472,Australia,,1955,828,False,7
36527,Australia,,1955,2653,False,25
36567,Australia,,1970,2828,False,25
36652,Australia,,1950,2298,False,46
36737,Australia,,1980,2253,False,19
36827,,,1970,,False,
36832,,,1960,,False,
36857,Australia,,1965,2813,False,25
36862,Australia,,1930,2653,False,25
37137,Australia,,1980,168,False,64
37242,Great Britain,,1955,653,True,7
37302,Australia,,1965,2813,False,25
37352,,,1970,,False,
37502,Australia,,1975,528,False,7
37662,Australia,,1960,2628,True,25
37947,Australia,,1950,653,False,7
38267,,,1965,,False,
38292,Australia,,1980,2678,False,25
38457,Australia,,1970,2153,False,19
38492,Australia,,1980,803,False,7
38502,Australia,,1970,2813,False,25
38562,,,1975,,False,
38697,Australia,,1960,2778,False,25
38832,Australia,,1970,2653,False,25
38882,Australia,,1970,1578,False,13
38997,,,1960,,False,
39202,Australia,,1960,2603,False,25
39212,Australia,,1960,2603,False,25
39272,Australia,,1965,2713,False,25
39277,Asia Pacific,English,1950,3273,True,31
39392,Asia Pacific,Other,1980,3098,True,31
39407,Australia,,1980,3248,False,31
39457,Australia,,1960,3123,True,31
39487,Australia,,1965,4388,False,40
39562,Great Britain,,1945,2153,True,19
39567,,,1975,,False,
39622,New Zealand,,1970,,True,25
39632,Great Britain,,1975,2533,True,25
39637,Australia,,1975,653,False,7
39647,Australia,,1970,2163,True,19
39677,,,1975,,False,
39807,Australia,,1975,2628,True,25
39812,Australia,,1950,2603,True,25
39817,Australia,,1955,653,False,7
39832,Australia,,1975,2523,False,25
39967,Western Europe,Other,1965,1498,True,13
40092,Australia,,1970,803,True,7
40342,Australia,,1980,3508,True,4
40352,Australia,,1980,2253,True,19
40492,Australia,,1980,2713,False,25
40572,Asia Pacific,Other,1965,3073,False,31
40607,Australia,,1960,1578,True,13
40637,,,1970,,False,
40677,,,1965,2523,False,25
40697,Great Britain,,1965,1258,True,34
40797,Australia,,1960,2713,True,25
40847,Australia,,1980,2578,True,25
40862,,,1965,,False,
40937,Australia,,1965,2853,True,25
40947,Australia,English,1965,2653,True,25
41012,Australia,,1955,2298,True,46
41032,Australia,,1975,2103,False,19
41202,,,1960,,False,
41267,,,1975,,False,
41657,Asia Pacific,,1965,,False,19
41732,Australia,,1965,4243,False,64
41782,,,1970,,False,
41912,Eastern Europe,,1960,3048,True,31
42107,Australia,,1975,2533,True,25
42172,,,1975,,False,
42262,,,1970,,False,
42322,Australia,,1945,3508,False,4
42422,Australia,,1965,2813,False,25
42637,Australia,,1975,2498,False,25
42932,New Zealand,,1960,803,True,7
43002,North America,,1975,2153,True,19
43222,,,1960,,False,
43262,Great Britain,,1975,2653,True,25
43322,Australia,,1975,2548,True,25
43352,Australia,,1960,2923,False,25
43562,Australia,,1975,3658,True,22
43587,North America,,1960,1623,False,13
43597,South Africa,,1965,803,False,7
43612,Australia,,1960,2668,True,25
43757,,,1930,,False,
43817,Australia,,1965,2773,False,25
43852,Australia,,1975,1033,True,1
43857,South Africa,,1960,2768,True,25
43882,Australia,,1975,2768,True,25
43962,,,1965,,False,
44022,Australia,,1965,3508,False,4
44097,Australia,,1955,3658,True,22
44162,North America,,1970,2778,True,25
44252,Australia,,1960,2813,True,25
44352,Australia,,1970,1033,True,1
44642,Great Britain,,1960,803,True,7
44697,Australia,,1965,2603,False,25
44717,North America,,1975,118,False,118
44732,,,1965,,False,
44737,Australia,,1965,3073,True,31
44777,,,1965,,False,
44782,Western Europe,,1955,593,False,7
44852,Australia,,1965,3098,True,31
44907,Australia,,1970,2668,True,25
45012,Australia,,1970,2103,True,19
45032,Australia,English,1975,3268,True,31
45187,Australia,,1980,828,False,7
45227,Australia,,1950,3268,False,31
45317,Australia,,1975,2153,True,19
45447,Australia,,1970,828,False,7
45462,Australia,,1945,3943,False,31
45467,Australia,,1950,653,False,7
45552,Australia,,1975,1098,False,1
45587,North America,,1955,1663,True,13
45847,Australia,,1975,2523,True,25
45952,Australia,,1975,2603,False,25
45967,Australia,,1975,2163,True,19
45972,Western Europe,,1970,593,True,7
45997,Australia,,1960,1678,True,13
46062,Australia,,1950,2628,True,25
46127,Great Britain,,1955,2518,False,25
46132,Australia,,1975,2893,True,25
46182,Australia,,1955,3703,True,10
46237,,,1945,,False,
46357,,,1970,,False,
46377,Australia,,1970,2763,False,25
46502,,,1975,,False,
46587,Australia,,1980,1033,False,1
46682,Australia,,1960,2578,True,25
46687,Australia,,1950,528,False,7
46697,Australia,English,1980,498,False,7
46772,Australia,,1970,3098,True,31
46852,,,1970,,False,
46922,Australia,English,1965,2163,True,19
47057,Australia,,1955,2568,True,25
47257,Australia,,1975,2628,True,25
47362,,,1975,,False,
47442,Australia,,1980,2628,False,25
47457,,,1980,,False,
47467,Australia,,1975,593,True,7
47482,Asia Pacific,Other,1970,2103,True,19
47517,Australia,English,1970,2533,False,25
47947,Australia,,1955,2298,True,46
47992,Australia,,1980,2628,False,25
48017,Australia,,1970,1258,True,34
48142,,,1980,,False,
48152,,,1945,,False,
48257,Great Britain,,1970,653,True,7
48497,,,1950,,False,
48632,New Zealand,,1955,2853,True,25
48817,,,1965,,False,
48892,Australia,,1980,3028,False,31
48902,Australia,,1945,2053,True,19
49017,Australia,,1970,2538,False,25
49097,Australia,English,1980,2713,True,25
49227,Eastern Europe,,1970,2628,True,25
49277,Australia,,1965,2298,False,46
49532,Australia,,1970,2523,False,25
49592,Australia,,1955,2103,True,19
49642,Australia,,1965,1033,False,1
49762,,,1970,,False,
49922,Great Britain,,1980,2603,False,25
49972,Australia,,1970,2298,True,46
50027,Australia,,1955,1098,True,1
50032,Australia,,1965,1098,False,1
50052,Australia,,1970,653,True,7
50092,Australia,,1975,2628,True,25
50347,Australia,English,1970,2553,False,25
50782,,,1965,,False,
50952,Australia,,1970,2548,False,25
51027,,,1960,,False,
51362,Australia,English,1980,2538,False,25
51367,Australia,,1955,2653,True,25
51377,Australia,,1980,2578,False,25
51502,Middle East and Africa,,1975,2713,True,25
51677,Australia,,1980,2668,False,25
51842,Australia,,1970,2553,False,25
52017,Australia,,1980,2603,False,25
52337,Australia,,1970,2153,True,19
52602,Australia,,1975,2853,True,25
52802,,,1960,,False,
53027,Australia,,1975,2628,True,25
53202,Australia,,1975,3048,True,31
53237,Australia,,1970,2523,False,25
53352,Australia,,1965,2828,False,25
53507,Australia,,1970,2813,True,25
53587,Western Europe,,1970,2668,True,25
53752,Australia,,1975,498,False,7
54302,,,1965,,False,
54322,Eastern Europe,,1960,2923,False,25
54417,Australia,,1975,528,False,7
54487,Australia,,1965,3658,False,22
54737,Australia,English,1975,3258,True,31
54922,Australia,,1970,2678,False,25
54947,,,1985,,False,
55127,Australia,,1965,2563,False,25
55137,Australia,,1975,2523,False,25
55272,,,1970,,False,
55337,Australia,,1975,2678,True,25
55347,,,1980,,False,
55437,Great Britain,,1940,2668,True,25
55472,Australia,,1970,,True,
55532,Australia,English,1970,3508,True,4
55552,Australia,,1975,2558,False,25
55677,Australia,,1980,1098,True,1
56097,Australia,,1965,1258,False,34
56317,Australia,,1970,593,False,7
56387,Australia,,1960,3268,True,31
56447,Australia,,1965,2523,False,25
56692,North America,,1975,2053,True,19
56842,,,1950,,False,
56907,,,1970,,False,
56917,Middle East and Africa,Other,1960,4323,True,25
57192,Australia,,1980,2053,False,19
57272,North America,,1975,2053,True,19
57672,,,1955,,False,
57802,,,1970,2628,True,25
57822,Great Britain,,1975,2558,False,25
58382,,,1960,,False,
58457,Australia,,1965,653,False,7
58647,Australia,,1975,3658,True,22
58747,Australia,,1980,2603,True,25
58792,Australia,,1970,528,True,7
58857,Australia,,1980,1038,False,1
59127,Australia,,1980,2628,True,25
59402,Australia,,1980,2558,False,25
59447,Australia,,1970,3048,False,31
59832,Australia,,1980,603,False,7
60082,Australia,,1970,1258,False,34
60442,Australia,,1955,548,False,7
60517,Australia,,1965,1098,True,1
60697,Australia,,1970,2558,False,25
60737,,,1960,,False,
60857,Australia,,1980,118,True,118
61242,,,1975,,False,
61447,Australia,,1960,3048,True,31
61672,Great Britain,,1960,1623,True,13
62022,,,1980,,False,
62492,Australia,,1950,248,False,
62872,Great Britain,,1950,528,True,7
62902,North America,,1950,528,False,7
62917,,,1935,,False,
62927,,,1955,,False,
62937,Australia,,1960,528,True,7
62952,Australia,,1935,653,False,7
62967,Australia,,1950,528,False,7
62992,Australia,,1960,188,True,79
63047,,,1945,,False,
63117,Australia,,1955,653,True,7
63137,Australia,,1945,653,True,7
63167,New Zealand,,1940,653,False,7
63172,South Africa,,1945,653,False,7
63177,Australia,,1960,3658,True,22
63187,Australia,,1955,653,True,7
63192,Australia,,1955,653,False,7
63207,Australia,,1945,653,False,7
63217,Eastern Europe,,1945,653,False,7
63222,Australia,,1950,653,True,7
63232,Australia,,1960,653,True,7
63257,Australia,,1945,803,False,7
63277,Great Britain,,1955,593,False,7
63312,Australia,,1935,803,False,7
63317,,,1945,,False,
63377,Australia,,1955,803,False,7
63407,Australia,,1950,828,True,7
63427,Australia,,1945,1678,False,13
63437,Australia,,1940,828,False,7
63452,Great Britain,,1950,828,True,7
63462,Australia,,1960,528,True,7
63492,Australia,,1945,2523,False,25
63507,Australia,,1950,68,True,64
63517,Australia,,1945,2558,False,25
63522,Australia,,1955,2533,True,25
63527,Australia,,1955,2558,True,25
63537,Australia,,1960,2558,False,25
63542,Australia,,1940,2558,False,25
63547,Australia,,1945,2558,True,25
63552,Australia,,1945,2558,False,25
63562,Australia,,1940,2523,False,25
63667,Australia,,1955,1038,True,1
63687,Australia,,1945,1098,False,1
63722,Australia,,1955,1258,True,34
63757,Great Britain,,1960,2553,True,25
63772,Australia,,1960,828,True,7
63782,Australia,,1950,2553,True,25
63812,Great Britain,,1950,2553,False,25
63817,,,1955,,False,
63877,Great Britain,,1955,1258,False,34
63927,Australia,,1945,1258,False,34
63942,Australia,,1950,2778,False,25
63947,,,1955,,False,
63962,Australia,,1950,1258,True,34
64077,Asia Pacific,,1945,3073,True,31
64102,Eastern Europe,,1950,2178,False,19
64122,Australia,,1945,1578,True,13
64127,Australia,,1945,1578,True,13
64162,Australia,,1960,1578,True,13
64167,,,1935,,False,
64177,Australia,,1955,1578,True,13
64207,,,1955,,False,
64222,Australia,,1930,1578,False,13
64232,Asia Pacific,,1950,1678,True,13
64237,Australia,,1955,1678,True,13
64252,Great Britain,,1945,3658,False,22
64267,,,1955,,False,
64272,Australia,,1960,3048,True,31
64277,Australia,,1950,2973,True,25
64307,Australia,,1950,3098,True,31
64332,Australia,,1955,3708,True,10
64337,Australia,,1945,2558,True,25
64342,Australia,,1950,528,True,7
64347,Australia,,1945,2893,False,25
64352,Australia,,1960,2298,True,46
64357,Australia,,1965,2523,True,25
64412,Australia,,1945,2763,False,25
64467,Great Britain,,1945,653,True,7
64492,,,1950,,False,
64507,Australia,,1955,2763,False,25
64517,Australia,,1960,2053,True,19
64522,Australia,,1955,3098,True,31
64577,,,1960,,False,
64642,Great Britain,,1955,528,True,7
64657,Great Britain,,1940,1033,False,1
64662,Australia,,1955,2103,True,19
64677,Australia,,1945,3098,True,31
64702,Australia,,1930,3123,False,31
64727,,,1945,,False,
64747,Australia,,1955,1623,True,13
64777,Australia,,1940,2813,False,25
64782,,,1945,,False,
64807,Australia,,1960,3198,True,31
64842,Australia,,1960,2538,True,25
64867,Australia,,1945,3268,True,31
64927,Australia,,1945,2543,True,25
64942,Great Britain,,1965,1498,False,13
64957,Australia,,1955,1038,True,1
65012,Australia,,1950,1033,True,1
65017,,,1950,,False,
65027,,,1955,,False,
65067,,,1945,,False,
65072,Australia,,1960,1258,False,34
65077,Australia,English,1965,1258,True,34
65227,,,1960,,False,
65302,Australia,,1960,1258,False,34
65307,Australia,,1960,1258,True,34
65332,,,1955,,False,
65342,Great Britain,,1955,2768,True,25
65387,Australia,,1965,2558,True,25
65402,Australia,,1960,3198,False,31
65432,Australia,,1965,2628,True,25
65437,Australia,,1965,2153,True,19
65487,Australia,,1940,3028,False,31
65647,Australia,,1950,3098,False,31
65652,Australia,,1955,,False,25
65657,,,1955,,False,
65667,,,1955,,False,
65697,Australia,,1965,3708,False,10
65712,Western Europe,,1950,2523,False,25
65752,Australia,English,1965,803,False,7
65767,Australia,,1970,2713,True,25
65782,Australia,,1950,1098,True,1
65802,Australia,,1960,593,False,7
65807,Australia,,1950,2768,False,25
65812,Australia,English,1945,2253,True,19
65832,Australia,,1965,3658,True,22
65842,Australia,,1950,3508,True,4
65942,,,1955,,False,
65957,New Zealand,,1950,2558,True,25
65967,Asia Pacific,,1955,2893,False,25
65977,Australia,English,1950,1258,True,34
65992,,,1945,,False,
66007,Australia,,1955,3268,True,31
66047,Australia,,1955,3198,True,31
66062,Australia,,1950,3098,True,31
66077,Australia,,1960,1258,True,34
66092,Australia,,1960,1033,True,1
66107,New Zealand,,1960,2163,True,19
66152,Australia,,1965,3268,False,31
66157,Asia Pacific,,1960,2553,True,25
66187,Asia Pacific,,1965,2103,False,19
66192,Australia,,1950,2523,True,25
66197,Australia,,1950,1663,False,13
66222,,,1950,,False,
66312,Australia,,1950,593,False,7
66322,Australia,,1955,2763,False,25
66352,Australia,,1950,2523,False,25
66397,Australia,,1950,803,True,7
66437,Australia,,1950,1798,False,118
66462,Australia,,1955,653,False,7
66477,Australia,,1955,828,True,7
66482,Australia,,1960,528,True,7
66487,Australia,,1960,3098,True,31
66532,North America,,1945,548,False,7
66607,Great Britain,,1955,1258,False,34
66637,,,1950,,False,
66657,Australia,,1965,2668,False,25
66672,Australia,,1960,1258,True,34
66717,Australia,,1960,1258,True,34
66722,Australia,,1960,2178,True,19
66732,Australia,English,1970,2053,True,19
66737,Australia,,1955,2763,True,25
66752,Australia,,1965,653,True,7
66757,Australia,,1960,2853,False,25
66767,Australia,,1940,3098,False,31
66772,Australia,,1945,2558,True,25
66782,Australia,,1955,2813,False,25
66877,Australia,,1955,2163,False,19
66887,Australia,,1955,2813,False,25
66897,Australia,,1945,803,True,7
66902,Australia,,1945,1033,False,1
66917,Australia,,1960,3658,True,22
66922,Australia,,1965,2523,True,25
66932,Australia,,1940,3028,False,31
66957,Australia,,1940,2558,True,25
66977,Australia,,1965,1258,False,34
66987,Australia,,1970,2178,True,19
67007,Australia,,1965,2778,True,25
67037,Eastern Europe,,1950,2563,True,25
67077,Western Europe,Other,1955,2163,True,19
67097,Australia,,1960,653,True,7
67152,New Zealand,,1955,2553,True,25
67182,Australia,,1940,3708,False,10
67272,Australia,,1965,3098,True,31
67282,Australia,,1965,2578,True,25
67297,Australia,,1950,2828,False,25
67317,Australia,,1950,1578,False,13
67327,,,1965,,False,
67367,Australia,,1950,2678,False,25
67392,North America,,1955,593,False,7
67412,Asia Pacific,English,1960,548,True,7
67447,Great Britain,,1970,3028,True,31
67452,Australia,,1955,2553,False,25
67467,Australia,,1955,2828,False,25
67472,Australia,,1955,3658,False,22
67477,Australia,,1960,2763,False,25
67502,Australia,,1960,2828,False,25
67537,Australia,,1955,2713,False,25
67542,,,1950,,False,
67577,Australia,,1945,548,False,7
67582,Australia,,1955,528,True,7
67622,North America,,1945,803,True,7
67647,Australia,,1965,2678,True,25
67657,Australia,English,1965,2713,True,25
67732,Australia,,1965,528,True,7
67742,,,1965,,False,
67747,,,1970,,False,
67787,,,1945,,False,
67842,Australia,,1965,2653,True,25
67847,Great Britain,,1955,2768,True,25
67852,Australia,,1950,2523,True,25
67857,Australia,,1955,3098,True,31
67862,,,1950,,False,
67872,Asia Pacific,,1950,548,False,7
67877,,,1955,,False,
67882,Australia,,1950,2628,False,25
67927,Australia,,1955,803,True,7
67932,,,1960,,False,
67962,,,1955,,False,
68032,Australia,,1965,2103,False,19
68117,,,1960,,False,
68202,Australia,,1935,118,False,118
68232,Great Britain,,1955,2678,True,25
68252,Australia,English,1960,528,True,7
68277,Australia,,1945,2603,False,25
68292,,,1965,,False,
68302,,,1950,,False,
68317,Australia,,1960,593,True,7
68377,Australia,,1955,2893,True,25
68382,Australia,,1950,2893,False,25
68432,Great Britain,,1955,828,True,7
68437,The Americas,,1950,2103,True,19
68467,Great Britain,,1950,2628,False,25
68472,Australia,,1955,1033,False,1
68502,Australia,,1955,2538,False,25
68512,,,1945,,False,
68517,Australia,,1945,2538,False,25
68567,Great Britain,,1970,653,True,7
68582,,,1955,,False,
68587,Australia,,1955,2523,True,25
68622,Australia,,1955,2853,False,25
68692,Great Britain,,1950,2553,True,25
68732,North America,,1950,2523,True,25
68782,Australia,,1960,2728,False,25
68797,Australia,,1965,1258,True,34
68817,Australia,,1955,2713,True,25
68857,Great Britain,,1950,2298,True,46
68902,Australia,,1965,1258,False,34
68987,Australia,,1955,2853,False,25
69012,Australia,,1965,2498,False,25
69032,Australia,English,1965,2538,True,25
69142,Western Europe,Other,1950,2653,True,25
69147,Australia,,1960,2778,False,25
69152,Australia,,1960,593,True,7
69187,Australia,,1965,2603,False,25
69212,Australia,,1940,2778,False,25
69222,Australia,,1965,2558,False,25
69262,Australia,,1960,2653,True,25
69337,Australia,,1965,1258,True,34
69352,Australia,,1945,2298,True,46
69392,,,1960,,False,
69432,Great Britain,,1945,2298,True,46
69457,Australia,,1960,2153,True,19
69482,Australia,,1965,2883,True,25
69497,Australia,,1930,2053,False,19
69517,Australia,English,1950,1258,True,34
69612,Australia,,1965,653,False,7
69657,Great Britain,English,1955,828,True,7
69702,,,1960,,False,
69712,Great Britain,,1950,1033,False,1
69732,Australia,,1950,2153,True,19
69782,Australia,,1960,3658,True,22
69802,,,1950,,False,
69812,Australia,,1960,2813,False,25
69887,Australia,,1945,2523,False,25
69917,Australia,,1965,2298,True,46
69927,,,1950,,False,
69952,Australia,,1960,1578,True,13
69977,Australia,,1965,1578,False,13
69997,Australia,,1955,528,True,7
70132,,,1960,,False,
70192,,,1970,,False,
70212,Australia,,1940,2563,False,25
70227,Australia,,1960,2538,True,25
70242,Australia,,1955,548,False,7
70272,Australia,English,1960,2053,True,19
70322,Eastern Europe,,1945,2298,True,46
70327,,,1960,,False,
70362,,,1955,,False,
70452,Australia,,1955,653,False,7
70457,Australia,,1950,2253,False,19
70487,Australia,,1955,2853,False,25
70542,Australia,,1960,2558,False,25
70602,Australia,,1965,2523,True,25
70647,,,1940,,False,
70652,Australia,,1940,2553,False,25
70662,Australia,,1970,3268,False,31
70682,Australia,,1960,3198,True,31
70707,Australia,English,1965,2163,True,19
70712,Australia,,1955,2853,False,25
70767,Australia,,1945,2558,True,25
70772,,,1955,,False,
70827,,,1955,,False,
70832,Australia,,1955,3028,True,31
70897,South Africa,,1970,653,True,7
70907,,,1955,,False,
70917,Asia Pacific,,1955,548,True,7
70922,,,1970,,False,
70947,Asia Pacific,,1960,2653,True,25
70987,Australia,,1965,2543,True,25
71007,,,1950,,False,
71037,Australia,,1960,2853,True,25
71082,,,1960,,False,
71127,Australia,,1970,2603,False,25
71222,,,1955,,False,
71247,Australia,,1945,593,True,7
71347,,,1935,,False,
71402,Australia,,1960,2553,True,25
71432,Asia Pacific,,1955,2103,True,19
71442,Australia,,1965,1098,True,1
71512,,,1945,,False,
71712,Australia,,1955,2553,True,25
71727,Great Britain,English,1955,3268,True,31
71752,Western Europe,English,1970,1098,True,1
71787,,,1950,,False,
71867,Australia,,1945,2578,True,25
71872,Australia,English,1970,1528,True,13
71902,,,1940,,False,
71917,Australia,,1955,3658,False,22
71932,Eastern Europe,English,1955,593,True,7
71982,Australia,,1960,2163,True,19
72037,Australia,,1970,2713,True,25
72087,,,1945,,False,
72122,Australia,,1955,1528,True,13
72177,Australia,,1960,3658,True,22
72212,,,1945,,False,
72222,Australia,,1950,2973,False,25
72267,Australia,,1960,1998,True,19
72277,Middle East and Africa,,1955,2553,False,25
72312,Asia Pacific,,1960,2103,True,19
72317,Great Britain,,1950,2678,True,25
72337,Australia,,1945,2878,True,25
72422,Australia,,1960,2523,True,25
72432,Australia,,1955,3048,False,31
72447,Australia,,1950,3198,True,31
72467,Australia,,1945,3048,True,31
72497,Australia,,1965,3508,True,4
72507,,,1945,,False,
72532,Great Britain,English,1955,3268,True,31
72537,Australia,,1945,1578,True,13
72562,North America,,1970,593,True,7
72612,,,1970,2153,False,19
72622,Australia,,1935,2538,False,25
72652,Australia,,1940,2563,False,25
72672,,,1945,,False,
72692,,,1955,,False,
72702,Western Europe,,1950,828,True,7
72722,Australia,English,1955,2103,True,19
72827,,,1960,,False,
72847,,,1955,,False,
72902,,,1960,,False,
72957,New Zealand,,1960,3048,True,31
72962,,,1960,,False,
72987,Australia,,1955,2853,True,25
73017,The Americas,,1960,2103,True,19
73027,Australia,,1955,3508,False,4
73037,Australia,,1955,2813,False,25
73042,,,1960,,False,
73082,,,1955,,False,
73087,Australia,,1955,2773,True,25
73187,Australia,,1955,2813,True,25
73297,Australia,,1945,498,False,7
73352,Australia,,1960,2813,False,25
73372,Australia,,1945,653,False,7
73382,Australia,,1965,3098,True,31
73387,Australia,,1955,2713,False,25
73402,Great Britain,,1965,3268,True,31
73417,Australia,,1960,3658,False,22
73422,Great Britain,,1960,2713,True,25
73457,,,1955,,False,
73497,Australia,,1955,3098,True,31
73502,Australia,,1955,1798,True,118
73512,Australia,,1960,2553,True,25
73522,Australia,,1955,1038,False,1
73547,Australia,,1940,2578,False,25
73612,Australia,,1950,2768,True,25
73627,Australia,,1960,1038,True,1
73632,Australia,,1950,2603,False,25
73652,Great Britain,,1950,803,True,7
73707,Australia,,1960,2853,True,25
73712,,,1950,,False,
73717,Australia,,1965,2558,True,25
73737,Australia,,1950,828,False,7
73757,Australia,,1965,2923,True,25
73772,Australia,,1945,1038,False,1
73782,Australia,,1945,2153,True,19
73837,,,1960,,False,
73842,Australia,,1965,3658,True,22
73862,Australia,,1960,2298,True,46
73882,Great Britain,,1960,2713,False,25
73892,,,1935,,False,
73902,,,1955,,False,
73912,,,1945,,False,
73917,Australia,,1955,2653,False,25
73942,Australia,,1950,2728,True,25
73962,Australia,,1960,803,False,7
74002,Australia,English,1950,1098,False,1
74012,Australia,,1955,2893,True,25
74047,Great Britain,,1960,2553,True,25
74077,Australia,,1955,2653,False,25
74082,Australia,,1935,1033,False,1
74127,Australia,,1950,2738,False,25
74142,Australia,,1970,2103,True,19
74162,Australia,,1970,2813,True,25
74192,Australia,,1965,2558,False,25
74202,,,1950,,False,
74252,Asia Pacific,,1960,1623,True,13
74277,,,1955,,False,
74292,Australia,,1960,3028,True,31
74302,Australia,,1960,2603,True,25
74312,Australia,,1955,2298,True,46
74317,North America,English,1955,593,True,7
74322,Australia,,1960,593,True,7
74372,Australia,,1955,2893,False,25
74407,,,1965,,False,
74432,Australia,,1950,2828,False,25
74487,Australia,,1960,2603,False,25
74492,Australia,,1950,2653,True,25
74512,Australia,,1945,528,True,7
74527,Australia,,1950,2533,True,25
74542,Australia,,1945,803,False,7
74567,Australia,,1960,2813,False,25
74592,Australia,,1965,3658,False,22
74652,,,1960,,False,
74692,Great Britain,,1955,2563,True,25
74697,North America,,1960,828,True,7
74702,Australia,,1955,2558,True,25
74717,Australia,,1965,3048,True,31
74722,Australia,,1960,3048,True,31
74772,Australia,,1955,4388,False,40
74822,Australia,,1950,2668,True,25
74827,Australia,English,1955,2768,True,25
74832,Australia,,1965,2768,False,25
74877,Great Britain,,1950,1033,True,1
74917,Australia,,1950,2498,True,25
74932,Great Britain,,1960,2668,True,25
74937,,,1960,,False,
74947,Australia,,1965,828,True,7
74957,North America,,1950,2543,True,25
74967,Australia,,1960,2668,True,25
74987,,,1960,,False,
75037,Asia Pacific,,1960,2178,True,19
75052,North America,,1970,998,True,1
75082,Australia,,1965,3073,False,31
75127,Australia,,1955,2628,True,25
75132,Western Europe,English,1965,3098,True,31
75142,Australia,,1960,2523,False,25
75377,Australia,,1955,2053,True,19
75382,Asia Pacific,,1945,2053,False,19
75407,Asia Pacific,,1945,2178,False,19
75412,Western Europe,,1950,2103,True,19
75422,Australia,,1950,2103,True,19
75437,Australia,,1925,2103,False,19
75447,Australia,,1935,2103,False,19
75457,Australia,,1945,2103,False,19
75492,Middle East and Africa,,1950,2153,True,19
75557,,,1935,,False,
75572,Australia,,1940,2178,False,19
75587,Great Britain,,1940,2178,False,19
75647,Australia,,1955,2253,False,19
75652,Australia,,1955,2253,False,19
75662,Australia,,1950,2853,True,25
75747,Australia,,1970,2668,True,25
75772,Australia,,1970,653,True,7
75792,Australia,,1970,2523,False,25
75822,,,1970,,False,
75827,,,1970,,False,
75867,Australia,,1970,2053,True,19
75932,,,1965,,False,
75942,Australia,,1960,2763,False,25
75972,Australia,,1960,2603,True,25
75992,Asia Pacific,,1965,2893,True,25
76007,Australia,,1955,2553,True,25
76022,Australia,,1965,2103,True,19
76197,Australia,,1960,2713,False,25
76237,Great Britain,English,1960,2923,True,25
76297,Australia,,1960,2713,True,25
76307,Australia,English,1950,2498,True,25
76312,Australia,English,1955,2298,True,46
76352,Australia,,1965,2523,True,25
76397,Australia,,1950,3658,True,22
76422,Asia Pacific,,1965,2153,True,19
76432,Australia,English,1960,2653,False,25
76627,Australia,,1970,3028,True,31
76682,,,1970,,False,
76732,Australia,,1960,2533,True,25
76752,Australia,,1950,528,True,7
76757,Australia,,1975,2153,True,19
76777,Australia,,1970,3658,True,22
76792,Australia,,1970,2828,False,25
76807,Australia,,1965,653,False,7
76812,Australia,English,1970,2578,True,25
76867,,,1950,,False,
76887,Asia Pacific,English,1960,3048,True,31
77067,Australia,English,1970,2668,True,25
77077,Australia,,1955,528,True,7
77112,Great Britain,,1960,2763,True,25
77147,Australia,,1960,2563,True,25
77152,Australia,,1955,2178,False,19
77162,Australia,,1970,2603,True,25
77182,Australia,,1970,3098,True,31
77232,Australia,,1950,3658,False,22
77237,Australia,,1950,2563,True,25
77242,Australia,,1950,2563,False,25
77257,Asia Pacific,,1965,3098,True,31
77277,Australia,,1970,2523,False,25
77292,,,1940,,False,
77297,Australia,,1960,2298,True,46
77327,Australia,,1935,653,False,7
77337,Australia,,1950,2298,True,46
77342,Australia,,1965,2763,True,25
77392,Australia,,1965,2523,True,25
77402,Middle East and Africa,,1950,2153,False,19
77407,Australia,,1965,653,True,7
77457,Asia Pacific,,1955,2558,True,25
77467,Australia,,1950,2853,False,25
77477,Australia,,1945,653,True,7
77582,Australia,,1960,2553,False,25
77622,Australia,,1955,1258,True,34
77637,Asia Pacific,,1970,2178,True,19
77652,Australia,,1960,2563,False,25
77692,Asia Pacific,,1955,548,False,7
77717,Australia,,1970,3658,True,22
77807,Australia,,1970,2578,True,25
77817,Australia,English,1970,4203,True,58
77832,Australia,,1970,28,True,79
77842,Australia,,1950,828,True,7
77877,Australia,,1970,528,True,7
77887,Australia,,1965,3073,True,31
77892,,,1965,,False,
77907,Australia,,1965,2713,False,25
77922,Asia Pacific,,1955,548,True,7
77977,Australia,,1965,2523,False,25
77987,Australia,,1960,2498,False,25
78007,,,1960,,False,
78132,Australia,,1970,3508,True,4
78192,,,1960,,False,
78222,Australia,English,1970,2103,True,19
78282,Australia,,1960,3508,False,4
78312,Australia,,1955,3123,False,31
